County,Value,Rank, FIPS 
"Pasco County, Florida","58,084","1,361",12101
"Randolph County, Illinois","58,093","1,360",17157
"Big Stone County, Minnesota","58,095","1,359",27011
"Kennebec County, Maine","58,097","1,358",23011
"East Feliciana Parish, Louisiana","58,125","1,357",22037
"Garrard County, Kentucky","58,137","1,356",21079
"Clayton County, Iowa","58,148","1,355",19043
"East Baton Rouge Parish, Louisiana","58,167","1,354",22033
"Ashland County, Ohio","58,168","1,353",39005
"Stark County, Ohio","58,170","1,352",39151
"Chemung County, New York","58,175","1,351",36015
"Lycoming County, Pennsylvania","58,177","1,350",42081
"Hancock County, Illinois","58,188","1,349",17067
"Hancock County, Mississippi","58,196","1,348",28045
"Ingham County, Michigan","58,226","1,347",26065
"Macoupin County, Illinois","58,227","1,346",17117
"Oklahoma County, Oklahoma","58,239","1,344",40109
"Rio Blanco County, Colorado","58,239","1,344",08103
"Dickey County, North Dakota","58,267","1,343",38021
"Cerro Gordo County, Iowa","58,271","1,341",19033
"Jefferson County, New York","58,271","1,341",36045
"Trousdale County, Tennessee","58,274","1,340",47169
"Pipestone County, Minnesota","58,288","1,339",27117
"Bossier Parish, Louisiana","58,289","1,337",22015
"Grant County, Wisconsin","58,289","1,337",55043
"Marshall County, Indiana","58,296","1,336",18099
"Hamilton County, Illinois","58,306","1,335",17065
"Montgomery County, Indiana","58,311","1,334",18107
"Goshen County, Wyoming","58,318","1,333",56015
"Jefferson County, Alabama","58,330","1,332",01073
"Upton County, Texas","58,333","1,331",48461
"Montezuma County, Colorado","58,335","1,330",08083
"Fulton County, Pennsylvania","58,343","1,329",42057
"Emmet County, Iowa","58,357","1,328",19063
"Cass County, Illinois","58,364","1,327",17017
"Lackawanna County, Pennsylvania","58,366","1,326",42069
"Jerauld County, South Dakota","58,375","1,325",46073
"Yakima County, Washington","58,380","1,324",53077
"Roger Mills County, Oklahoma","58,385","1,323",40129
"Itasca County, Minnesota","58,393","1,322",27061
"Cumberland County, New Jersey","58,397","1,321",34011
"Dawson County, Nebraska","58,402","1,320",31047
"Sanborn County, South Dakota","58,409","1,319",46111
"Coryell County, Texas","58,414","1,318",48099
"Wood County, Texas","58,418","1,317",48499
"Peoria County, Illinois","58,426","1,316",17143
"Pleasants County, West Virginia","58,433","1,315",54073
"Schuyler County, Illinois","58,447","1,314",17169
"Frio County, Texas","58,456","1,313",48163
"Iroquois County, Illinois","58,481","1,312",17075
"Johnson County, Illinois","58,502","1,311",17087
"Park County, Montana","58,510","1,310",30067
"Osceola County, Florida","58,513","1,309",12097
"Juneau County, Wisconsin","58,561","1,308",55057
"Moffat County, Colorado","58,583","1,307",08081
"Adams County, Illinois","58,587","1,306",17001
"Rawlins County, Kansas","58,590","1,305",20153
"Howard County, Missouri","58,596","1,304",29089
"St. Joseph County, Indiana","58,599","1,303",18141
"Shenandoah County, Virginia","58,609","1,302",51171
"Perry County, Ohio","58,616","1,301",39127
"Clarke County, Iowa","58,617","1,300",19039
"Lincoln County, Minnesota","58,621","1,299",27081
"Jefferson Parish, Louisiana","58,638","1,298",22051
"Guilford County, North Carolina","58,646","1,297",37081
"Steuben County, New York","58,652","1,296",36101
"Delta County, Texas","58,705","1,295",48119
"LaFourche Parish, Louisiana","58,747","1,294",22057
"Doddridge County, West Virginia","58,750","1,292",54017
"Marshall County, Kansas","58,750","1,292",20117
"Henry County, Iowa","58,767","1,291",19087
"Sheridan County, Montana","58,786","1,290",30091
"Oglethorpe County, Georgia","58,791","1,289",13221
"Kern County, California","58,824","1,288",06029
"Ralls County, Missouri","58,829","1,287",29173
"Sherman County, Kansas","58,830","1,286",20181
"Haskell County, Kansas","58,841","1,285",20081
"Hardin County, Iowa","58,845","1,284",19083
"Norman County, Minnesota","58,846","1,283",27107
"Dixon County, Nebraska","58,849","1,282",31051
"Merced County, California","58,861","1,281",06047
"Rush County, Indiana","58,887","1,280",18139
"Moniteau County, Missouri","58,900","1,279",29135
"Kinney County, Texas","58,925","1,278",48271
"Wells County, North Dakota","58,932","1,277",38103
"Gasconade County, Missouri","58,956","1,276",29073
"Rock Island County, Illinois","58,974","1,275",17161
"Marshall County, Kentucky","58,989","1,274",21157
"Lane County, Oregon","59,016","1,273",41039
"Franklin County, Iowa","59,019","1,272",19069
"Coffee County, Alabama","59,034","1,271",01031
"Huron County, Ohio","59,049","1,269",39077
"Washington County, Kentucky","59,049","1,269",21229
"Chippewa County, Minnesota","59,051","1,268",27023
"Grimes County, Texas","59,086","1,266",48185
"Seneca County, New York","59,086","1,266",36099
"Montague County, Texas","59,127","1,265",48337
"Pend Oreille County, Washington","59,134","1,264",53051
"Brookings County, South Dakota","59,178","1,263",46011
"Windham County, Vermont","59,195","1,262",50025
"Van Wert County, Ohio","59,210","1,261",39161
"Pima County, Arizona","59,215","1,260",04019
"Howard County, Indiana","59,238","1,258",18067
"Sweet Grass County, Montana","59,238","1,258",30097
"Cape Girardeau County, Missouri","59,252","1,256",29031
"Pulaski County, Missouri","59,252","1,256",29169
"Motley County, Texas","59,286","1,255",48345
"Androscoggin County, Maine","59,287","1,254",23001
"Carbon County, Pennsylvania","59,289","1,253",42025
"Lassen County, California","59,292","1,252",06035
"Clark County, Kentucky","59,294","1,251",21049
"Montgomery County, Illinois","59,309","1,250",17135
"Webster County, Missouri","59,325","1,249",29225
"Bosque County, Texas","59,328","1,248",48035
"Otsego County, Michigan","59,330","1,247",26137
"Rosebud County, Montana","59,339","1,246",30087
"Brown County, Illinois","59,346","1,245",17009
"Walsh County, North Dakota","59,368","1,244",38099
"Arthur County, Nebraska","59,375","1,243",31005
"Hampton City, Virginia","59,380","1,242",51650
"Susquehanna County, Pennsylvania","59,391","1,241",42115
"Dickinson County, Kansas","59,400","1,240",20041
"Platte County, Wyoming","59,402","1,239",56031
"Bureau County, Illinois","59,407","1,238",17011
"Potter County, South Dakota","59,408","1,237",46107
"Jackson County, Wisconsin","59,422","1,236",55053
"Harlan County, Nebraska","59,432","1,234",31083
"Perkins County, South Dakota","59,432","1,234",46105
"Allamakee County, Iowa","59,461","1,233",19005
"DeKalb County, Missouri","59,462","1,232",29063
"Calcasieu Parish, Louisiana","59,470","1,231",22019
"Nueces County, Texas","59,477","1,230",48355
"Watonwan County, Minnesota","59,494","1,229",27165
"Franklin County, Kentucky","59,498","1,228",21073
"Jackson County, Indiana","59,504","1,227",18071
"Taylor County, Iowa","59,528","1,226",19173
"San Patricio County, Texas","59,532","1,225",48409
"Payette County, Idaho","59,540","1,224",16075
"Duval County, Florida","59,541","1,223",12031
"Charles City County, Virginia","59,543","1,222",51036
"Frontier County, Nebraska","59,573","1,221",31063
"Ford County, Kansas","59,578","1,220",20057
"Klickitat County, Washington","59,583","1,219",53039
"Cayuga County, New York","59,602","1,218",36011
"Wabash County, Indiana","59,611","1,217",18169
"Spencer County, Indiana","59,624","1,216",18147
"Redwood County, Minnesota","59,638","1,215",27127
"Ravalli County, Montana","59,640","1,214",30081
"Franklin County, Virginia","59,667","1,213",51067
"Warren County, Illinois","59,673","1,212",17187
"Harnett County, North Carolina","59,676","1,211",37085
"Fannin County, Texas","59,686","1,210",48147
"Douglas County, Wisconsin","59,688","1,208",55031
"Sully County, South Dakota","59,688","1,208",46119
"Gibson County, Indiana","59,697","1,207",18051
"Buncombe County, North Carolina","59,699","1,206",37021
"Jefferson County, Oregon","59,748","1,205",41031
"Rutland County, Vermont","59,751","1,204",50021
"Brown County, Ohio","59,766","1,203",39015
"Shawano County, Wisconsin","59,767","1,202",55115
"Tama County, Iowa","59,794","1,201",19171
"Palo Pinto County, Texas","59,796","1,200",48363
"Pierce County, North Dakota","59,803","1,199",38069
"St. Lucie County, Florida","59,807","1,198",12111
"Logan County, Illinois","59,809","1,197",17107
"Whiteside County, Illinois","59,812","1,196",17195
"Pine County, Minnesota","59,840","1,195",27115
"Shawnee County, Kansas","59,848","1,194",20177
"Freeborn County, Minnesota","59,862","1,193",27047
"Butte County, California","59,863","1,191",06007
"Hardin County, Kentucky","59,863","1,191",21093
"Custer County, Colorado","59,877","1,190",08027
"Kossuth County, Iowa","59,878","1,189",19109
"Waldo County, Maine","59,880","1,188",23027
"Cherokee County, Iowa","59,881","1,187",19035
"Anderson County, Kentucky","59,887","1,186",21005
"Madison County, Texas","59,923","1,185",48313
"Henderson County, North Carolina","59,928","1,184",37089
"Johnson County, Missouri","59,952","1,183",29101
"Gem County, Idaho","59,957","1,182",16045
"Richland County, Illinois","59,963","1,181",17159
"Jefferson County, Washington","59,968","1,180",53031
"Mercer County, Illinois","59,972","1,179",17131
"Paulding County, Ohio","59,987","1,178",39125
"Palo Alto County, Iowa","59,988","1,177",19147
"Humboldt County, Iowa","60,008","1,176",19091
"Lake County, Florida","60,013","1,174",12069
"Wyoming County, New York","60,013","1,174",36121
"Major County, Oklahoma","60,025","1,173",40093
"Marshall County, Tennessee","60,036","1,172",47117
"Grant County, Kentucky","60,040","1,171",21081
"Lawrence County, Indiana","60,041","1,170",18093
"Clallam County, Washington","60,044","1,168",53009
"Roane County, Tennessee","60,044","1,168",47145
"Lewis County, New York","60,049","1,167",36049
"Shelby County, Illinois","60,103","1,166",17173
"Erie County, Ohio","60,149","1,165",39043
"Beaver County, Oklahoma","60,152","1,164",40007
"Sanpete County, Utah","60,186","1,163",49039
"LaPorte County, Indiana","60,226","1,162",18091
"Marshall County, Illinois","60,231","1,161",17123
"Jasper County, Illinois","60,237","1,160",17079
"Broadwater County, Montana","60,244","1,159",30007
"Logan County, Nebraska","60,250","1,158",31113
"Howard County, Texas","60,260","1,157",48227
"Sevier County, Utah","60,262","1,156",49041
"Craig County, Virginia","60,283","1,155",51045
"Cavalier County, North Dakota","60,284","1,154",38019
"White County, Indiana","60,327","1,153",18181
"Rusk County, Texas","60,330","1,152",48401
"Bear Lake County, Idaho","60,337","1,151",16007
"Hancock County, Maine","60,354","1,150",23009
"Antrim County, Michigan","60,378","1,149",26009
"Tulsa County, Oklahoma","60,382","1,148",40143
"Mower County, Minnesota","60,386","1,147",27099
"Howard County, Iowa","60,387","1,146",19089
"De Witt County, Illinois","60,401","1,145",17039
"Grant County, Kansas","60,417","1,144",20067
"Teton County, Montana","60,431","1,143",30099
"Calhoun County, Iowa","60,434","1,142",19025
"Pinellas County, Florida","60,451","1,141",12103
"Bay County, Florida","60,473","1,140",12005
"Gilmer County, Georgia","60,504","1,139",13123
"Otsego County, New York","60,523","1,138",36077
"Preble County, Ohio","60,527","1,137",39135
"Herkimer County, New York","60,561","1,136",36043
"Lewis County, Washington","60,581","1,135",53041
"Holt County, Nebraska","60,592","1,134",31089
"Sedgwick County, Kansas","60,593","1,133",20173
"Green Lake County, Wisconsin","60,597","1,132",55047
"Victoria County, Texas","60,598","1,131",48469
"Granville County, North Carolina","60,606","1,130",37077
"Stanton County, Kansas","60,607","1,129",20187
"Mahaska County, Iowa","60,617","1,128",19123
"Harvey County, Kansas","60,653","1,127",20079
"Lenawee County, Michigan","60,656","1,126",26091
"Montgomery County, Virginia","60,666","1,125",51121
"Kittson County, Minnesota","60,676","1,124",27069
"Lee County, Mississippi","60,708","1,123",28081
"Canyon County, Idaho","60,716","1,122",16027
"Lac qui Parle County, Minnesota","60,718","1,121",27073
"Hall County, Nebraska","60,720","1,120",31079
"Cass County, Michigan","60,725","1,119",26027
"Garfield County, Oklahoma","60,732","1,118",40047
"St. John the Baptist Parish, Louisiana","60,743","1,117",22095
"Lee County, Texas","60,750","1,115",48287
"Union County, Indiana","60,750","1,115",18161
"DeKalb County, Indiana","60,757","1,114",18033
"Glynn County, Georgia","60,775","1,113",13127
"Grant County, Minnesota","60,781","1,112",27051
"Jackson County, Missouri","60,800","1,111",29095
"Hot Springs County, Wyoming","60,805","1,110",56017
"Jackson County, Texas","60,807","1,109",48239
"Crow Wing County, Minnesota","60,810","1,108",27035
"Hancock County, Ohio","60,828","1,107",39063
"Niagara County, New York","60,834","1,106",36063
"Brule County, South Dakota","60,857","1,105",46015
"Amherst County, Virginia","60,876","1,104",51009
"Inyo County, California","60,925","1,103",06027
"Dodge County, Nebraska","60,962","1,102",31053
"Wayne County, Nebraska","60,971","1,101",31179
"Kanabec County, Minnesota","60,982","1,100",27065
"Mitchell County, Iowa","60,991","1,099",19131
"Jackson County, Oregon","61,020","1,098",41029
"Sac County, Iowa","61,040","1,097",19161
"La Salle County, Texas","61,042","1,096",48283
"Hamilton County, Tennessee","61,050","1,095",47065
"Hunt County, Texas","61,053","1,094",48231
"Chatham County, Georgia","61,064","1,093",13051
"Dallam County, Texas","61,069","1,092",48111
"Schleicher County, Texas","61,094","1,091",48413
"Surry County, Virginia","61,105","1,090",51181
"Butler County, Iowa","61,109","1,089",19023
"Hand County, South Dakota","61,121","1,087",46059
"Van Zandt County, Texas","61,121","1,087",48467
"Sheridan County, North Dakota","61,125","1,086",38083
"Carroll County, Iowa","61,157","1,085",19027
"Buffalo County, Wisconsin","61,167","1,084",55011
"Elkhart County, Indiana","61,182","1,083",18039
"Hartley County, Texas","61,196","1,082",48205
"St. Louis County, Minnesota","61,213","1,081",27137
"Chaffee County, Colorado","61,216","1,080",08015
"Renville County, Minnesota","61,233","1,079",27129
"Emery County, Utah","61,234","1,078",49015
"Stevens County, Kansas","61,267","1,077",20189
"Fresno County, California","61,276","1,076",06019
"Jerome County, Idaho","61,280","1,075",16053
"Jo Daviess County, Illinois","61,289","1,074",17085
"Northumberland County, Virginia","61,291","1,073",51133
"Uintah County, Utah","61,293","1,072",49047
"Lincoln County, Nebraska","61,309","1,071",31111
"Hampden County, Massachusetts","61,310","1,070",25013
"Winchester City, Virginia","61,321","1,069",51840
"Lincoln County, Wisconsin","61,363","1,068",55069
"Finney County, Kansas","61,374","1,067",20055
"Dickson County, Tennessee","61,388","1,066",47043
"Franklin County, Texas","61,391","1,065",48159
"Kearny County, Kansas","61,406","1,063",20093
"Kiowa County, Kansas","61,406","1,063",20097
"Livingston County, Illinois","61,419","1,062",17105
"Missoula County, Montana","61,423","1,061",30063
"Manitowoc County, Wisconsin","61,454","1,060",55071
"Allen County, Indiana","61,456","1,059",18003
"Codington County, South Dakota","61,496","1,058",46029
"Fayette County, Kentucky","61,526","1,057",21067
"Sutton County, Texas","61,538","1,056",48435
"Muscatine County, Iowa","61,547","1,055",19139
"Van Buren County, Michigan","61,549","1,054",26159
"Essex County, New York","61,563","1,053",36031
"Indian River County, Florida","61,594","1,052",12061
"Phelps County, Nebraska","61,606","1,051",31137
"Hancock County, Kentucky","61,622","1,050",21091
"Wyandot County, Ohio","61,626","1,049",39175
"Jefferson County, Kentucky","61,633","1,048",21111
"Camden County, Georgia","61,636","1,047",13039
"Polk County, Minnesota","61,643","1,046",27119
"Kingfisher County, Oklahoma","61,657","1,045",40073
"Morrow County, Oregon","61,659","1,044",41049
"Kankakee County, Illinois","61,664","1,043",17091
"Nuckolls County, Nebraska","61,667","1,042",31129
"King and Queen County, Virginia","61,672","1,041",51097
"Steuben County, Indiana","61,698","1,040",18151
"Jones County, Georgia","61,701","1,039",13169
"Osage County, Kansas","61,702","1,038",20139
"Oneida County, New York","61,733","1,037",36065
"Kalamazoo County, Michigan","61,739","1,036",26077
"Winona County, Minnesota","61,753","1,035",27169
"Churchill County, Nevada","61,776","1,034",32001
"Pembina County, North Dakota","61,795","1,033",38067
"Carteret County, North Carolina","61,805","1,032",37031
"Union County, Pennsylvania","61,807","1,031",42119
"Nez Perce County, Idaho","61,810","1,030",16069
"Clatsop County, Oregon","61,846","1,029",41007
"Colusa County, California","61,861","1,028",06011
"Morrison County, Minnesota","61,873","1,027",27097
"Fremont County, Idaho","61,875","1,026",16043
"Calhoun County, Texas","61,887","1,025",48057
"Coconino County, Arizona","61,888","1,024",04005
"Shasta County, California","61,937","1,023",06089
"Oswego County, New York","61,983","1,022",36075
"Mille Lacs County, Minnesota","61,995","1,021",27095
"Jackson County, Kansas","62,023","1,020",20085
"Lake County, Indiana","62,052","1,018",18089
"Tom Green County, Texas","62,052","1,018",48451
"Grayson County, Texas","62,078","1,017",48181
"Henry County, Illinois","62,097","1,016",17073
"Dillingham Census Area, Alaska","62,115","1,015",02070
"Lincoln County, Maine","62,121","1,014",23015
"Trimble County, Kentucky","62,125","1,013",21223
"Mesa County, Colorado","62,127","1,012",08077
"Beaver County, Pennsylvania","62,152","1,011",42007
"Cortland County, New York","62,163","1,010",36023
"Lincoln County, Nevada","62,164","1,009",32017
"Bexar County, Texas","62,169","1,008",48029
"Hamilton County, Iowa","62,183","1,007",19079
"Henderson County, Illinois","62,202","1,005",17071
"Logan County, Kansas","62,202","1,005",20109
"Kerr County, Texas","62,204","1,004",48265
"Carson City, Nevada","62,217","1,003",32510
"Shelby County, Iowa","62,222","1,002",19165
"Lee County, Illinois","62,250","1,001",17103
"Washakie County, Wyoming","62,271","1,000",56043
"Stonewall County, Texas","62,273",999,48433
"O'Brien County, Iowa","62,292",998,19141
"Clark County, Indiana","62,296",997,18019
"Pierce County, Nebraska","62,299",996,31139
"Flagler County, Florida","62,305",995,12035
"Newton County, Indiana","62,306",994,18111
"Lea County, New Mexico","62,319",993,35025
"Franklin County, North Carolina","62,332",992,37069
"New Hanover County, North Carolina","62,362",991,37129
"Lyon County, Minnesota","62,388",990,27083
"Lorain County, Ohio","62,390",989,39093
"Houston County, Minnesota","62,397",988,27055
"Red Lake County, Minnesota","62,417",987,27125
"Hutchinson County, South Dakota","62,448",986,46067
"Clinton County, New York","62,470",985,36019
"Grant County, Arkansas","62,479",984,05053
"Richland County, North Dakota","62,481",983,38077
"Carroll County, Georgia","62,498",982,13045
"Dolores County, Colorado","62,500",981,08033
"Smith County, Texas","62,518",980,48423
"Richland County, Montana","62,530",979,30083
"Sheridan County, Wyoming","62,531",978,56033
"Pennington County, South Dakota","62,546",977,46103
"Lonoke County, Arkansas","62,561",976,05085
"Erie County, New York","62,578",974,36029
"Story County, Iowa","62,578",974,19169
"Park County, Wyoming","62,586",973,56029
"Douglas County, Kansas","62,594",972,20045
"Ste. Genevieve County, Missouri","62,607",971,29186
"Kingsbury County, South Dakota","62,634",970,46077
"Boone County, Missouri","62,653",969,29019
"Carbon County, Wyoming","62,654",968,56007
"Autauga County, Alabama","62,660",966,01001
"Oneida County, Wisconsin","62,660",966,55085
"Yuba County, California","62,666",965,06115
"Catoosa County, Georgia","62,669",964,13047
"Roberts County, Texas","62,717",963,48393
"Wyoming County, Pennsylvania","62,795",962,42131
"Wells County, Indiana","62,802",961,18179
"Greene County, New York","62,810",959,36039
"Lincoln County, Washington","62,810",959,53043
"La Crosse County, Wisconsin","62,817",958,55063
"La Salle County, Illinois","62,825",957,17099
"Reagan County, Texas","62,829",956,48383
"Llano County, Texas","62,839",955,48299
"Hamilton County, New York","62,841",953,36041
"Pershing County, Nevada","62,841",953,32027
"St. Clair County, Michigan","62,847",952,26147
"Bayfield County, Wisconsin","62,859",951,55007
"Champaign County, Ohio","62,865",949,39021
"Hettinger County, North Dakota","62,865",949,38041
"Parmer County, Texas","62,885",948,48369
"Hodgeman County, Kansas","62,902",947,20083
"Archuleta County, Colorado","62,907",946,08007
"Noble County, Oklahoma","62,910",945,40103
"Knox County, Tennessee","62,911",944,47093
"Morgan County, Colorado","62,914",943,08087
"Snyder County, Pennsylvania","62,951",942,42109
"Brown County, Minnesota","62,999",941,27015
"Pepin County, Wisconsin","63,015",940,55091
"St. Clair County, Illinois","63,017",939,17163
"Caroline County, Maryland","63,027",938,24011
"Ohio County, Indiana","63,036",937,18115
"Dakota County, Nebraska","63,053",936,31043
"McMullen County, Texas","63,056",935,48311
"Monroe County, Wisconsin","63,061",933,55081
"Woodbury County, Iowa","63,061",933,19193
"Hamilton County, Ohio","63,080",932,39061
"Bingham County, Idaho","63,106",931,16011
"Summit County, Ohio","63,111",930,39153
"Hubbard County, Minnesota","63,122",929,27057
"Umatilla County, Oregon","63,123",928,41059
"Cuming County, Nebraska","63,125",927,31039
"Douglas County, Illinois","63,142",926,17041
"Berkshire County, Massachusetts","63,159",925,25003
"Coffey County, Kansas","63,167",924,20031
"Chippewa County, Wisconsin","63,172",923,55017
"Carbon County, Montana","63,178",922,30009
"Jasper County, Iowa","63,182",921,19099
"Lee County, Florida","63,235",920,12071
"Ness County, Kansas","63,241",919,20135
"Kings County, California","63,267",918,06031
"Bracken County, Kentucky","63,277",917,21023
"Jones County, Iowa","63,279",916,19105
"Noble County, Indiana","63,292",915,18113
"Wichita County, Kansas","63,306",914,20203
"Lafayette Parish, Louisiana","63,311",913,22055
"Madison County, New York","63,312",912,36053
"Linn County, Oregon","63,313",911,41043
"Sumter County, Florida","63,323",910,12119
"San Juan County, Colorado","63,333",909,08111
"Cooke County, Texas","63,338",908,48097
"Gunnison County, Colorado","63,341",907,08051
"Haines Borough, Alaska","63,355",906,02100
"Clay County, Indiana","63,361",905,18021
"McCone County, Montana","63,365",904,30055
"Box Butte County, Nebraska","63,366",903,31013
"Caldwell County, Texas","63,380",902,48055
"Atascosa County, Texas","63,391",901,48013
"Sullivan County, New York","63,393",900,36105
"Knox County, Maine","63,399",899,23013
"Morrow County, Ohio","63,411",898,39117
"Bennington County, Vermont","63,448",897,50003
"West Feliciana Parish, Louisiana","63,450",896,22125
"Charlottesville City, Virginia","63,470",895,51540
"Emmet County, Michigan","63,488",894,26047
"Charlevoix County, Michigan","63,508",893,26029
"Scott County, Illinois","63,555",892,17171
"Grant County, Washington","63,566",891,53025
"Flathead County, Montana","63,582",890,30029
"Harrison County, Indiana","63,586",889,18061
"Otter Tail County, Minnesota","63,587",888,27111
"White Pine County, Nevada","63,590",887,32033
"Marshall County, Iowa","63,591",886,19127
"LaMoure County, North Dakota","63,594",885,38045
"Wicomico County, Maryland","63,610",884,24045
"Fremont County, Iowa","63,611",883,19071
"Jennings County, Indiana","63,612",882,18079
"Pickaway County, Ohio","63,629",881,39129
"Brevard County, Florida","63,632",880,12009
"Boone County, Nebraska","63,668",879,31011
"Walla Walla County, Washington","63,686",878,53071
"Kent County, Delaware","63,715",877,10001
"Genesee County, New York","63,734",876,36037
"Montgomery County, Tennessee","63,768",875,47125
"Andrew County, Missouri","63,769",874,29003
"Middlesex County, Virginia","63,782",873,51119
"Tipton County, Tennessee","63,783",872,47167
"Windsor County, Vermont","63,787",871,50027
"Callaway County, Missouri","63,791",870,29027
"Worth County, Iowa","63,795",869,19195
"Spink County, South Dakota","63,802",868,46115
"Brown County, South Dakota","63,805",867,46013
"McPherson County, Kansas","63,816",866,20113
"Pottawattamie County, Iowa","63,840",865,19155
"Door County, Wisconsin","63,856",864,55029
"Baker County, Florida","63,860",863,12003
"Washington County, New York","63,869",862,36115
"Clinton County, Missouri","63,876",861,29049
"Lamar County, Mississippi","63,925",860,28073
"Winnebago County, Wisconsin","63,938",859,55139
"Meade County, Kentucky","63,944",858,21163
"Lyon County, Nevada","63,952",857,32019
"Nome Census Area, Alaska","63,977",856,02180
"Kent County, Texas","63,994",855,48263
"Franklin County, Kansas","63,996",854,20059
"Barnes County, North Dakota","64,016",853,38003
"DeKalb County, Illinois","64,019",852,17037
"Bailey County, Texas","64,044",851,48017
"Shelby County, Indiana","64,070",850,18145
"Spokane County, Washington","64,079",849,53063
"Natrona County, Wyoming","64,100",848,56025
"Platte County, Nebraska","64,105",847,31141
"Burleson County, Texas","64,109",846,48051
"Boise County, Idaho","64,125",845,16015
"Jackson County, Minnesota","64,134",843,27063
"Kittitas County, Washington","64,134",843,53037
"Oliver County, North Dakota","64,148",842,38065
"Wayne County, New York","64,152",841,36117
"Portage County, Ohio","64,163",840,39133
"Hillsborough County, Florida","64,164",839,12057
"Howard County, Nebraska","64,167",838,31093
"Lumpkin County, Georgia","64,179",837,13187
"Griggs County, North Dakota","64,196",835,38039
"Logan County, Ohio","64,196",835,39091
"Clark County, Nevada","64,210",834,32003
"Schoharie County, New York","64,220",833,36095
"Ripley County, Indiana","64,221",832,18137
"Rockdale County, Georgia","64,230",831,13247
"Marshall County, Minnesota","64,239",830,27089
"Harding County, South Dakota","64,250",829,46063
"Tompkins County, New York","64,260",828,36109
"Pennington County, Minnesota","64,268",827,27113
"Becker County, Minnesota","64,296",826,27005
"Trempealeau County, Wisconsin","64,336",825,55121
"Baldwin County, Alabama","64,346",824,01003
"Nelson County, Kentucky","64,354",823,21179
"Brunswick County, North Carolina","64,400",822,37019
"Dunn County, Wisconsin","64,420",821,55033
"Santa Fe County, New Mexico","64,423",820,35049
"Ionia County, Michigan","64,436",819,26067
"Gillespie County, Texas","64,438",818,48171
"Knox County, Ohio","64,439",817,39083
"Kent County, Maryland","64,451",816,24029
"Lancaster County, Virginia","64,460",815,51103
"Ottawa County, Ohio","64,463",814,39123
"Livingston County, New York","64,467",813,36051
"Bandera County, Texas","64,495",812,48019
"Cowlitz County, Washington","64,506",811,53015
"Henry County, Ohio","64,513",810,39069
"Broward County, Florida","64,522",809,12011
"Cameron Parish, Louisiana","64,525",808,22023
"Sullivan County, New Hampshire","64,587",807,33019
"Blount County, Tennessee","64,593",806,47009
"Wayne County, Ohio","64,594",805,39169
"Davie County, North Carolina","64,657",804,37059
"Columbia County, Washington","64,688",803,53013
"Westmoreland County, Pennsylvania","64,708",802,42129
"Cole County, Missouri","64,715",801,29051
"Iowa County, Iowa","64,720",800,19095
"White County, Georgia","64,729",799,13311
"Hancock County, Iowa","64,730",798,19081
"Oneida County, Idaho","64,766",797,16071
"Newton County, Georgia","64,767",796,13217
"Eau Claire County, Wisconsin","64,777",795,55035
"Crook County, Oregon","64,820",794,41013
"Butler County, Nebraska","64,837",793,31023
"Montour County, Pennsylvania","64,858",792,42093
"Garza County, Texas","64,871",791,48169
"Marion County, Oregon","64,880",790,41047
"Chelan County, Washington","64,895",789,53007
"Moore County, Tennessee","64,926",788,47127
"Bonneville County, Idaho","64,928",787,16019
"Kootenai County, Idaho","64,936",786,16055
"Franklin County, Massachusetts","64,949",785,25011
"Aurora County, South Dakota","64,960",784,46003
"Manatee County, Florida","64,964",783,12081
"Ector County, Texas","64,975",782,48135
"Tioga County, New York","64,987",781,36107
"Putnam County, Indiana","64,993",780,18133
"Centre County, Pennsylvania","64,995",779,42027
"Blue Earth County, Minnesota","65,000",777,27013
"Decatur County, Indiana","65,000",777,18031
"Lafayette County, Wisconsin","65,009",776,55065
"Dallas County, Texas","65,011",775,48113
"Yellow Medicine County, Minnesota","65,014",774,27173
"Washington County, Utah","65,040",773,49053
"Cook County, Minnesota","65,045",772,27031
"St. Clair County, Alabama","65,070",770,01115
"Waupaca County, Wisconsin","65,070",770,55135
"Southampton County, Virginia","65,079",769,51175
"Lancaster County, Nebraska","65,086",768,31109
"Nemaha County, Kansas","65,177",767,20131
"Jessamine County, Kentucky","65,196",766,21113
"Dickinson County, Iowa","65,215",765,19059
"Osceola County, Iowa","65,242",764,19143
"Franklin County, Missouri","65,263",763,29071
"Williamsburg City, Virginia","65,297",762,51830
"Winneshiek County, Iowa","65,330",761,19191
"Hardin County, Texas","65,347",760,48199
"Sheboygan County, Wisconsin","65,352",759,55117
"Burnet County, Texas","65,363",758,48053
"Waller County, Texas","65,379",757,48473
"Dubois County, Indiana","65,389",756,18037
"Lincoln County, North Carolina","65,399",755,37109
"Fulton County, Ohio","65,418",754,39051
"Pinal County, Arizona","65,488",753,04021
"Greenville County, South Carolina","65,513",752,45045
"Rock County, Wisconsin","65,518",751,55105
"Caribou County, Idaho","65,528",750,16029
"Benton County, Minnesota","65,529",749,27009
"Jackson County, Iowa","65,541",748,19097
"Portage County, Wisconsin","65,550",747,55097
"Bartow County, Georgia","65,559",746,13015
"Weston County, Wyoming","65,566",745,56045
"Colonial Heights City, Virginia","65,570",744,51570
"Campbell County, Kentucky","65,580",743,21037
"Effingham County, Illinois","65,590",742,17049
"Lexington County, South Carolina","65,623",741,45063
